tokens;labels;text;DMC
[7, 17, 23, 187, 39, 23, 6, 52, 22, 53, 14, 48, 49, 81, 130, 4, 2, 46, 28, 8, 33, 3, 2, 17, 199, 14, 209, 8, 131, 103, 8, 210, 184, 91, 38, 198, 4, 131, 3, 126, 8, 127, 10, 14, 108, 105];611;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[445, 2070];612;//dialog/@resetCaption;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1181];613;//@accessPointTypeValue;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[350, 1482];614;//caution/definitionList;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[373, 414, 31, 230];615;XML/SGML attribute name;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[157, 3, 270, 99];616;Type of crew member;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[163, 190];617;Title page;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[838, 169, 3, 25, 503];618;Priority level of a comment;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[735, 548];619;Evident, operational;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[549, 304, 170];620;Out time limit;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[179, 76];621;Harness list;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[828, 139, 47];622;Illustrated parts data;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[679, 290, 11];622;Illustrated parts data;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1483, 1182];623;//crewDrill/@drillType;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[838, 169, 3, 25, 503, 291];624;Priority level of a comment required;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[838, 169, 3, 25, 503, 306];624;Priority level of a comment required;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[500, 2, 157, 3, 595];625;indicates the type of source;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1081, 2, 157, 3, 595];625;indicates the type of source;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[837, 1183];626;//emphasis/@emphasisType;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1473, 1484];627;//sourceType/@sourceTypeCode;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[737, 1166, 1485, 839, 737];628;"<objectPath allowedObjectFlag=""1"">//crewMember/@crewMembertype</objectPath>";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[304];629;Time;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[957, 9, 29, 44, 360, 489];630;Blue (used on Bike Computer Display);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[957, 144, 29, 44, 360, 489];630;Blue (used on Bike Computer Display);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[596];631;//@quantityUnitOfMeasure;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[4, 292, 6, 597, 2, 1469, 1184, 3, 2, 44, 47, 154];632;to control and guide the continuous development of the Bike data set;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[4, 292, 6, 597, 2, 1469, 1184, 3, 2, 44, 11, 154];632;to control and guide the continuous development of the Bike data set;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[305];633;High;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[232, 76];634;Equipment list;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[326, 221];635;Functional check;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2071, 1185];636;//verbatimText/@verbatimStyle;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[196];637;General;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[142, 73];638;Install procedure;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[373, 414, 19, 230];639;XML/SGML element name;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1486];640;Ammunition;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[292, 8, 898, 88];641;Control or Indicator value;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[544, 1100];642;Manufacturers recommendation;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2872, 1100];642;Manufacturers recommendation;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1896, 591, 163];643;//warning/randomList/title;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[324, 591, 163];643;//warning/randomList/title;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[726, 37, 439];644;Fill with air;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2072];645;//@submitCaption;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[324, 1163];646;//warning/orderedList;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[157, 3, 270, 99, 291, 10, 570, 8, 476, 274];647;Type of crew member required for drill or procedural step;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[157, 3, 270, 99, 306, 10, 570, 8, 476, 274];647;Type of crew member required for drill or procedural step;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1487];648;Routine;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[839];649;//@crewMembertype;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[287, 76, 5, 38, 246, 13, 324];650;Ordered lists are not allowed in Warnings;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1397, 368, 24, 38, 321, 13, 495];650;Ordered lists are not allowed in Warnings;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[84, 3, 7, 11, 12, 4, 32, 95, 16, 5, 2, 111, 3, 56, 16, 5, 35, 3, 18, 20, 5, 194, 104, 3, 7, 11, 12, 5, 4, 5, 65, 2, 112, 3, 2, 56];651;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[84, 3, 7, 11, 12, 4, 32, 116, 16, 24, 2, 111, 3, 202, 16, 24, 63, 3, 18, 20, 23, 195, 104, 3, 7, 11, 12, 23, 4, 5, 65, 2, 112, 3, 2, 56];651;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[154, 2, 231, 4, 1488];652;"Sets the caption to ""QUIT""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[266, 2, 231, 4, 1488];652;"Sets the caption to ""QUIT""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[433, 1164, 8, 836, 324];653;//note[ancestor-or-self::warning];DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[154, 2, 231, 4, 835];654;"Sets the caption to ""CLEAR""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[266, 2, 231, 4, 835];654;"Sets the caption to ""CLEAR""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[548, 221, 1489];655;Operational check (OPC);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[373, 414, 1101, 166];656;XML/SGML processing instruction;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2073, 252];657;Observed fault;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2873, 252];657;Observed fault;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[840, 142, 6, 661, 73];658;Assemble, install and connect procedures;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[840, 142, 6, 661, 149];658;Assemble, install and connect procedures;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[383, 284, 73];659;Pre-operation procedure;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[157, 3, 142, 490];660;Type of install location;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[217];661;Frame;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1186];662;Green;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[196, 324, 6, 350, 6, 902, 328, 47];663;General warnings and cautions and related safety data;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[196, 495, 6, 530, 6, 920, 328, 11];663;General warnings and cautions and related safety data;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[731, 732, 540, 958];664;//dmAddress/dmIdent/dmCode/@infoCode;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1490, 169];665;Supervisor level;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[109, 3, 54];666;Limitations of liability:;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[113, 3, 54];666;Limitations of liability:;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1187, 135];667;Qualification code;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[157, 3, 327, 447];668;Type of access point;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1485, 38, 31, 839];669;//crewMember[not(attribute::crewMemberType)];DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[433, 5, 38, 246, 13, 350];670;Notes are not allowed in Cautions;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[715, 24, 38, 321, 13, 530];670;Notes are not allowed in Cautions;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[182, 242, 189, 727];671;Applicability cross reference catalog;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[522, 1491];672;Program prompt;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1188, 166];673;Accomplishment instruction;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[83, 89];674;Copyright (C) 2016;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[284];675;Operation;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1189];676;Mass;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[154, 2, 231, 4, 26];677;"Sets the caption to ""NO""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[266, 2, 231, 4, 26];677;"Sets the caption to ""NO""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1190, 236, 10, 386, 47, 431, 387];678;Italic (only for legacy data, see Chap 3.9.1);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1190, 236, 10, 386, 11, 431, 387];678;Italic (only for legacy data, see Chap 3.9.1);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2, 44, 272, 11, 12, 36, 2074, 5, 959, 4];679;The Bike BREX data module has primarily been developed to;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2, 44, 272, 11, 12, 81, 2074, 1080, 1969, 4];679;The Bike BREX data module has primarily been developed to;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[140, 3, 303];680;Description of function;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[166, 1492];681;Instruction disposition;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[733, 1493];682;//acronym/@acronymtype;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[229, 223, 402];683;Business rules exchange;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[229, 234, 402];683;Business rules exchange;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[655, 419, 177];684;Generic learning content;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[655, 529, 177];684;Generic learning content;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[337, 3, 903, 10, 2, 660, 1494];685;Unit of measurement for the threshold interval;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[231, 10, 445, 944, 303];686;Caption for dialog cancel function;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[639, 1191, 47, 157];687;Paragraph significant data type;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[639, 1191, 11, 157];687;Paragraph significant data type;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[328, 1495];688;Safety critical;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[384, 284, 73];689;Post-operation procedure;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[960];690;Red;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[544];691;Manufacturer;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[18, 20, 44, 899];692;S1000D Bike platform;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[4, 5, 247];693;to be defined;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[4, 5, 716];693;to be defined;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[192, 242, 189, 155, 389];694;Product Cross-reference Table (PCT);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1496, 1096, 29, 76, 169, 488, 37, 474, 444, 10, 598, 169, 1497, 10, 741, 6, 474, 444, 10, 1192, 169, 946, 1498, 444, 372, 88];695;Unorder (Depending on list level, prefix with short dash for first level, bullet for second, and short dash for third level - ISOpub: bull, dash) - Default value;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1496, 1120, 29, 76, 169, 488, 37, 474, 444, 10, 598, 169, 1497, 10, 741, 6, 474, 444, 10, 1192, 169, 946, 1498, 444, 372, 88];695;Unorder (Depending on list level, prefix with short dash for first level, bullet for second, and short dash for third level - ISOpub: bull, dash) - Default value;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1193];696;Volume;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[4, 5, 57, 86, 4, 32, 18, 20, 35];697;To be made available to all S1000D users.;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[4, 5, 164, 86, 4, 32, 18, 20, 63];697;To be made available to all S1000D users.;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[403];698;Lubricant;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[303, 47, 10, 807, 6, 140];699;Function, data for plans and description;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[303, 11, 10, 1970, 6, 140];699;Function, data for plans and description;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[231, 443];700;Caption color;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[539];701;Introduction;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[76, 3, 190, 8, 47, 12, 431, 310, 135, 841, 6, 135, 18];702;List of pages or data modules See also code 00R and code 00S;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[76, 3, 717, 8, 11, 145, 431, 310, 135, 841, 6, 135, 18];702;List of pages or data modules See also code 00R and code 00S;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[170, 157];703;Limit type;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[961, 26, 488, 236, 1499];704;Simple (No prefix, only indent);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1500];705;Voltage;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[35, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 73];706;"Users may destroy this data module in accordance with their own local
            procedures.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[63, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 149];706;"Users may destroy this data module in accordance with their own local
            procedures.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[327, 5, 25, 659];707;Access is a panel;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[327, 23, 25, 659];707;Access is a panel;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[337, 8, 250];708;Units or assembly;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[921, 8, 250];708;Units or assembly;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2075, 2076];709;//maintLevel/@maintLevelCode;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[167, 76, 5, 38, 246, 13, 324];710;Definition lists are not allowed in Warnings;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[167, 368, 24, 38, 321, 13, 495];710;Definition lists are not allowed in Warnings;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1501];711;Emergency;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[388, 47, 337, 3, 742, 10, 1502, 40, 138, 4, 387, 6, 2, 1503, 373, 155];712;Quantity data unit of measure - for further information refer to Chap 3.9.6.2 and the corresponding xml table;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[388, 11, 337, 3, 742, 10, 1502, 40, 138, 4, 387, 6, 2, 1503, 373, 155];712;Quantity data unit of measure - for further information refer to Chap 3.9.6.2 and the corresponding xml table;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1358, 328];713;Hidden, Safety;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1398, 328];713;Hidden, Safety;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[731, 732, 540, 2077];714;//dmAddress/dmIdent/dmCode/@subSubystemCode;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[350, 1163];715;//caution/orderedList;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[169, 1194];716;Level 1 (home);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[253, 221];717;Pressure check;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1504, 230];718;Class name;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[537];719;Servicing;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[44, 420];720;Bike rider;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[599];721;Yellow;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1505, 1506];722;Restoration (RST);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[114, 73];723;Remove procedure;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[324, 1482];724;//warning/definitionList;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[350, 591, 1446, 591];725;//caution/randomList/listItem/randomList;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2078];726;Pending;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[2874];726;Pending;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[699];727;Days;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1399];727;Days;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[154, 2, 231, 4, 1195];728;"Sets the caption to ""CONTINUE""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[266, 2, 231, 4, 1195];728;"Sets the caption to ""CONTINUE""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[638, 169, 3, 64, 75, 237, 2079];729;1 (lowest level of security classification, eg Unclassified);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1971, 169, 3, 64, 75, 237, 1005];729;1 (lowest level of security classification, eg Unclassified);DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[27, 5, 26, 110, 109, 16, 66, 4, 7, 11, 12];730;"There are no dissemination limitations that apply to this data
            module.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[27, 24, 26, 110, 113, 16, 66, 4, 7, 11, 12];730;"There are no dissemination limitations that apply to this data
            module.";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[473, 76, 80, 38, 5, 1465, 159, 324];731;Random lists must not be nested within Warnings;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[473, 368, 80, 38, 5, 1855, 159, 495];731;Random lists must not be nested within Warnings;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[29, 150];732;On condition;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[326, 281, 137, 293, 40, 342];733;Functional item numbers common information repository;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[326, 281, 799, 293, 40, 342];733;Functional item numbers common information repository;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[390, 475];734;Water line;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[448];735;Basic;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[434, 135];736;Task code;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[154, 2, 231, 4, 954];737;"Sets the caption to ""SUBMIT""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[266, 2, 231, 4, 954];737;"Sets the caption to ""SUBMIT""";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[381];738;Partner;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[72, 73, 4, 186];739;Other procedure to clean;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1167, 738, 169];740;Personnel skill level;DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA
[1436];741;Filename;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[550, 1190, 236, 10, 386, 47, 431, 387];742;em02 - Italic (only for legacy data, see Chap 3.9.1);DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[550, 1190, 236, 10, 386, 11, 431, 387];742;em02 - Italic (only for legacy data, see Chap 3.9.1);DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 9, 443, 13, 2, 1507, 904];743;Decide whether to use color in the final deliverable.;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[9, 3, 2, 19, 905, 13, 2, 19, 1196];744;"Use of the element <remarks> in the element
							<dmStatus>";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[9, 3, 2, 19, 922, 13, 2, 19, 1196];744;"Use of the element <remarks> in the element
							<dmStatus>";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[473, 76, 163, 5, 38, 246, 13, 350];745;Random list titles are not allowed in Cautions;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[473, 76, 339, 24, 38, 321, 13, 530];745;Random list titles are not allowed in Cautions;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 9, 743, 1197, 227, 6, 833, 275, 1901, 1508, 10, 743, 1197, 190, 600, 80, 5, 42];746;"Decide whether to use double column text, and under what
								circumstances. Typography for double column page layout must be
								documented.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 9, 743, 1197, 227, 6, 833, 275, 1972, 1508, 10, 743, 1197, 190, 600, 80, 5, 1973];746;"Decide whether to use double column text, and under what
								circumstances. Typography for double column page layout must be
								documented.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[247, 2, 291, 421, 10, 182];747;Define the required functionality for applicability.;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[247, 2, 306, 421, 10, 182];747;Define the required functionality for applicability.;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[489, 3, 68, 432];748;Display of change marks;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[489, 3, 68, 1123];748;Display of change marks;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[2053];749;Subsubsystems;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[2861];749;Subsubsystems;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[223, 10, 2, 40, 230];750;Rules for the information names;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[234, 10, 2, 40, 714];750;Rules for the information names;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 6, 70, 4, 9, 2, 19, 1509];751;"Decide whether and how to use the element
								<enterpriseSpec>.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[47, 962, 10, 32, 12, 157, 80, 96, 35, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 73];752;"Data destruction for all module types must include, ""Users may
									destroy this data module in accordance with their own local
									procedures.""";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[11, 962, 10, 32, 12, 258, 80, 96, 63, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 149];752;"Data destruction for all module types must include, ""Users may
									destroy this data module in accordance with their own local
									procedures.""";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 70, 4, 400, 19, 2080, 19, 2081, 6, 19, 2082, 172, 9, 2, 936, 252, 385];753;"Decide how to populate element <warningMalfunction>, element
								<assocWarningMalfunction> and element <bitMessage> when
								using the correlated fault concept.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 70, 4, 400, 19, 2080, 19, 2081, 6, 19, 2082, 172, 307, 2, 1079, 252, 385];753;"Decide how to populate element <warningMalfunction>, element
								<assocWarningMalfunction> and element <bitMessage> when
								using the correlated fault concept.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 96, 6, 197, 2, 544, 18, 139, 26, 8, 189, 26];754;"Decide whether to include and present the manufacturer’s part No.
								or reference No.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[9, 3, 25, 901, 8, 25, 1510, 389, 47, 12];755;Use of a published or a transient PCT data module;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[9, 3, 25, 1858, 8, 25, 1510, 389, 11, 12];755;Use of a published or a transient PCT data module;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 9, 305, 37, 491, 166];756;Decide whether to use HIGH with updating instruction.;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 9, 305, 37, 1110, 166];756;Decide whether to use HIGH with updating instruction.;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[2083];757;Avaric;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[9, 3, 2, 31, 1511];758;Use of the attribute sbMaterialIdent;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[152, 80, 5, 1198, 3, 2084, 3019, 172, 246, 274, 137, 4, 471, 2, 324, 6, 740, 16, 27, 5, 25, 835, 662, 13, 2, 136, 273, 2, 324, 6, 2, 1199, 274];759;"Projects must be aware of potential hazards when allowing
									step numbers to follow the warning and ensure that there is a
									clear connection in the presentation between the warning and the
									associated steps.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[1124, 80, 5, 1198, 3, 2084, 3141, 172, 3142, 274, 799, 4, 471, 2, 324, 6, 740, 16, 27, 23, 25, 835, 662, 13, 2, 136, 273, 2, 324, 6, 2, 1342, 485];759;"Projects must be aware of potential hazards when allowing
									step numbers to follow the warning and ensure that there is a
									clear connection in the presentation between the warning and the
									associated steps.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[2085];760;Latin;DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
[15, 21, 4, 246, 477, 1454, 2086, 10, 1359, 281];761;"Decide whether to allow multiple response attempts for interaction
								items.";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA
