tokens;labels;text;DMC
[60, 171, 409, 857, 711, 216, 192, 133, 2, 3, 850, 12, 980, 216, 192, 133, 594, 233, 89, 46, 597, 357, 53, 1799, 4, 233, 597, 14, 369, 84, 192, 133, 1800, 48, 260, 14, 369, 995, 48, 260, 18, 32, 930, 1099, 260, 53, 260, 3679, 1801, 4, 785, 357, 4, 233, 357, 14, 369, 84, 53, 995, 192, 133, 1800, 48, 216, 260, 18, 32, 930, 1099, 260, 46, 1801, 4, 785, 1799, 4, 233, 1799, 192, 133, 1800, 48, 260, 14, 3680, 369, 18, 32, 930, 1099, 260, 1801, 4, 785, 2573, 32, 269, 2574, 719, 1530, 2575, 89, 996, 2, 3681, 931, 43, 172, 201, 371, 133, 990, 5, 14, 369, 84, 46, 1123, 779, 1802, 4, 785, 597, 18, 14, 369, 995, 4, 785, 357];890;Блок управления осуществляет контроль над температурой охлаждающей жидкости и, в зависимости от величины температуры охлаждающей жидкости, устанавливает режимы работы подогревателя: «полный», «средний» или «малый». На режиме «полный» по программе «предпусковая» охлаждающая жидкость нагревается до 70 °C, по программе «экономичная» до 55 °C, а при нагреве свыше 70 °C или 55 °C, соответственно, переходит на режим «средний». На режиме «средний» по программам «предпусковая» или «экономичная» охлаждающая жидкость нагревается до температуры 75 °C, а при нагреве свыше 75 °C подогреватель переходит на режим «малый». На режиме «малый» охлаждающая жидкости нагревается до 80 °C (по обеим программам), а при нагреве свыше 80 °C переходит на режим «остывания», при этом прекращается процесс горения, продолжается работа помпы и обогрев салона автомобиля. Во время охлаждения жидкости ниже 55 °С по программе «предпусковая» подогреватель автоматически включается вновь на режим «полный», а по программе «экономичная» на режим «средний».;DMC-URALM-A-A2-20-03-00A-040A-A
[727, 487, 664];891;Прокладка камеры сгорания;DMC-URALM-A-A2-20-03-00A-040A-A
[786, 502, 685];891;Прокладка камеры сгорания;DMC-URALM-A-A2-20-03-00A-040A-A
[624];892;Теплообменник;DMC-URALM-A-A2-20-03-00A-040A-A
[225, 295, 130, 8, 64];893;Шланг подвода жидкости к двигателю;DMC-URALM-A-A2-20-03-00A-040A-A
[225, 295, 133, 8, 66];893;Шланг подвода жидкости к двигателю;DMC-URALM-A-A2-20-03-00A-040A-A
[26, 529];894;Датчик перегрева;DMC-URALM-A-A2-20-03-00A-040A-A
[3, 479, 529, 51, 3053, 1645, 187, 130, 488, 158, 2, 932];895;- в случае перегрева подогревателя (нарушена циркуляция охлаждающей жидкости, воздушная пробка и др.);DMC-URALM-A-A2-20-03-00A-040A-A
[3, 494, 529, 46, 3682, 1793, 192, 133, 503, 161, 2, 932];895;- в случае перегрева подогревателя (нарушена циркуляция охлаждающей жидкости, воздушная пробка и др.);DMC-URALM-A-A2-20-03-00A-040A-A
[386, 2, 2132, 74, 3, 1232, 12, 210, 187, 130, 4, 574, 21, 530];896;запуск и автоматическую работу в зависимости от температуры охлаждающей жидкости на выходе из нагревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[386, 2, 1123, 89, 3, 850, 12, 216, 192, 133, 4, 574, 21, 563];896;запуск и автоматическую работу в зависимости от температуры охлаждающей жидкости на выходе из нагревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[2133];897;Топливопровод;DMC-URALM-A-A2-20-03-00A-040A-A
[1325, 70];898;Циркуляционный насос (;DMC-URALM-A-A2-20-03-00A-040A-A
[1531, 70];898;Циркуляционный насос (;DMC-URALM-A-A2-20-03-00A-040A-A
[166, 582, 489, 163];899;управление вентилятором отопителя кабины;DMC-URALM-A-A2-20-03-00A-040A-A
[171, 582, 504, 169];899;управление вентилятором отопителя кабины;DMC-URALM-A-A2-20-03-00A-040A-A
[3, 196, 665, 51, 3054, 5, 418, 303, 52, 1648, 14, 1191, 581, 2131, 1060, 214, 2, 3055, 487, 664];900;Во время выключения подогревателя вручную с помощью пульта или автоматически по причине неисправности, прекращается подача топлива и продувается камера сгорания.;DMC-URALM-A-A2-20-03-00A-040A-A
[172, 201, 647, 46, 3683, 5, 430, 303, 53, 1123, 14, 1503, 605, 2574, 1126, 218, 2, 3684, 502, 685];900;Во время выключения подогревателя вручную с помощью пульта или автоматически по причине неисправности, прекращается подача топлива и продувается камера сгорания.;DMC-URALM-A-A2-20-03-00A-040A-A
[103, 140, 47, 28];901;АО «Автомобильный завод «УРАЛ»;DMC-URALM-A-A2-20-03-00A-040A-A
[18, 144, 47, 29];901;АО «Автомобильный завод «УРАЛ»;DMC-URALM-A-A2-20-03-00A-040A-A
[185, 129, 2, 74];902;Описание устройства и работы;DMC-URALM-A-A2-20-03-00A-040A-A
[191, 132, 2, 89];902;Описание устройства и работы;DMC-URALM-A-A2-20-03-00A-040A-A
[285, 74];903;Принцип работы;DMC-URALM-A-A2-20-03-00A-040A-A
[285, 89];903;Принцип работы;DMC-URALM-A-A2-20-03-00A-040A-A
[933, 14, 3056, 3057, 1191, 386, 51, 57, 3058, 5, 205, 3059];904;- если по каким-либо причинам запуск подогревателя не произошёл с двух попыток;DMC-URALM-A-A2-20-03-00A-040A-A
[997, 14, 293, 3685, 1503, 386, 46, 57, 3686, 5, 562, 3687];904;- если по каким-либо причинам запуск подогревателя не произошёл с двух попыток;DMC-URALM-A-A2-20-03-00A-040A-A
[134, 60, 166];905;Крышка блока управления;DMC-URALM-A-A2-20-03-00A-040A-A
[136, 60, 171];905;Крышка блока управления;DMC-URALM-A-A2-20-03-00A-040A-A
[58, 86, 188, 221, 7];906;Система предпускового подогрева предназначена для:;DMC-URALM-A-A2-20-03-00A-040A-A
[72, 84, 188, 227, 7];906;Система предпускового подогрева предназначена для:;DMC-URALM-A-A2-20-03-00A-040A-A
[184, 74, 58, 86, 188];907;Схема работы системы предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[190, 89, 72, 84, 188];907;Схема работы системы предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[3060, 576, 51, 822, 57, 822, 52, 57, 822, 14, 1191, 2134, 581];908;отображение состояния подогревателя (работает, не работает или не работает по причине возникновения неисправности).;DMC-URALM-A-A2-20-03-00A-040A-A
[3688, 601, 46, 74, 57, 74, 53, 57, 74, 14, 1503, 2576, 605];908;отображение состояния подогревателя (работает, не работает или не работает по причине возникновения неисправности).;DMC-URALM-A-A2-20-03-00A-040A-A
[1059];909;Помпа;DMC-URALM-A-A2-20-03-00A-040A-A
[996];909;Помпа;DMC-URALM-A-A2-20-03-00A-040A-A
[184, 661, 153, 58, 86, 188];910;Схема электрических соединений системы предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[190, 682, 145, 72, 84, 188];910;Схема электрических соединений системы предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[60, 166];911;Блок управления;DMC-URALM-A-A2-20-03-00A-040A-A
[60, 171];911;Блок управления;DMC-URALM-A-A2-20-03-00A-040A-A
[1325, 70, 1059];912;Циркуляционный насос (помпа);DMC-URALM-A-A2-20-03-00A-040A-A
[1531, 70, 996];912;Циркуляционный насос (помпа);DMC-URALM-A-A2-20-03-00A-040A-A
[386, 2, 3061, 51, 3, 1635, 233];913;запуск и остановка подогревателя в ручном режиме;DMC-URALM-A-A2-20-03-00A-040A-A
[386, 2, 3689, 46, 3, 1782, 233];913;запуск и остановка подогревателя в ручном режиме;DMC-URALM-A-A2-20-03-00A-040A-A
[528];914;Штуцер;DMC-URALM-A-A2-20-03-00A-040A-A
[662, 193, 303, 166, 51, 826, 4];915;Внешний вид пульта управления подогревателем представлен на ;DMC-URALM-A-A2-20-03-00A-040A-A
[683, 193, 303, 171, 46, 998, 4];915;Внешний вид пульта управления подогревателем представлен на ;DMC-URALM-A-A2-20-03-00A-040A-A
[303, 166];916;Пульт управления;DMC-URALM-A-A2-20-03-00A-040A-A
[303, 171];916;Пульт управления;DMC-URALM-A-A2-20-03-00A-040A-A
[530];917;Нагреватель (;DMC-URALM-A-A2-20-03-00A-040A-A
[563];917;Нагреватель (;DMC-URALM-A-A2-20-03-00A-040A-A
[58, 86, 188];918;Система предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[72, 84, 188];918;Система предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[70, 324];919;Насос топливный;DMC-URALM-A-A2-20-03-00A-040A-A
[70, 331];919;Насос топливный;DMC-URALM-A-A2-20-03-00A-040A-A
[3, 196, 2132, 166, 74, 51, 3, 302, 2, 3062, 3063, 51, 3064];920;Во время автоматического управления работой подогревателя в аварийных и нештатных ситуациях подогреватель выключится:;DMC-URALM-A-A2-20-03-00A-040A-A
[172, 201, 1123, 171, 89, 46, 3, 316, 2, 3690, 3691, 46, 1127];920;Во время автоматического управления работой подогревателя в аварийных и нештатных ситуациях подогреватель выключится:;DMC-URALM-A-A2-20-03-00A-040A-A
[933, 3, 196, 74, 51, 1324, 3065];921;- если во время работы подогревателя горение прекратилось;DMC-URALM-A-A2-20-03-00A-040A-A
[997, 172, 201, 89, 46, 1530, 3692];921;- если во время работы подогревателя горение прекратилось;DMC-URALM-A-A2-20-03-00A-040A-A
[574, 707, 387, 1027, 934, 210, 187, 130, 417, 2, 2135, 1656, 3, 487, 664];922;выходе параметров за допустимые пределы (температуры охлаждающей жидкости, напряжении и срыве пламени в камере сгорания).;DMC-URALM-A-A2-20-03-00A-040A-A
[574, 707, 387, 1094, 934, 216, 192, 133, 429, 2, 2135, 1803, 3, 502, 685];922;выходе параметров за допустимые пределы (температуры охлаждающей жидкости, напряжении и срыве пламени в камере сгорания).;DMC-URALM-A-A2-20-03-00A-040A-A
[2136, 292, 51, 3, 196, 656, 74];923;диагностику узлов подогревателя во время всей работы;DMC-URALM-A-A2-20-03-00A-040A-A
[2577, 678, 46, 172, 201, 17, 89];923;диагностику узлов подогревателя во время всей работы;DMC-URALM-A-A2-20-03-00A-040A-A
[225, 724, 130, 12, 64];924;Шланг отвода жидкости от двигателя;DMC-URALM-A-A2-20-03-00A-040A-A
[225, 724, 133, 12, 66];924;Шланг отвода жидкости от двигателя;DMC-URALM-A-A2-20-03-00A-040A-A
[301, 129];925;Общее устройство;DMC-URALM-A-A2-20-03-00A-040A-A
[315, 132];925;Общее устройство;DMC-URALM-A-A2-20-03-00A-040A-A
[665, 51, 32];926;выключение подогревателя при:;DMC-URALM-A-A2-20-03-00A-040A-A
[647, 46, 32];926;выключение подогревателя при:;DMC-URALM-A-A2-20-03-00A-040A-A
[15, 51];927;Кронштейн подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[15, 46];927;Кронштейн подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[158];928;Пробка;DMC-URALM-A-A2-20-03-00A-040A-A
[161];928;Пробка;DMC-URALM-A-A2-20-03-00A-040A-A
[303, 166, 51];929;Пульт управления подогревателем;DMC-URALM-A-A2-20-03-00A-040A-A
[303, 171, 46];929;Пульт управления подогревателем;DMC-URALM-A-A2-20-03-00A-040A-A
[1169, 58, 86, 188];930;Состав системы предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[2572, 72, 84, 188];930;Состав системы предпускового подогрева;DMC-URALM-A-A2-20-03-00A-040A-A
[3066, 303, 166];931;Функции пульта управления:;DMC-URALM-A-A2-20-03-00A-040A-A
[3693, 303, 171];931;Функции пульта управления:;DMC-URALM-A-A2-20-03-00A-040A-A
[17];932;Все;DMC-URALM-A-A2-20-03-00A-040A-A
[723, 58, 86, 188, 98, 4];933;Месторасположение системы предпускового подогрева показано на ;DMC-URALM-A-A2-20-03-00A-040A-A
[782, 72, 84, 188, 101, 4];933;Месторасположение системы предпускового подогрева показано на ;DMC-URALM-A-A2-20-03-00A-040A-A
[530];934;Нагреватель;DMC-URALM-A-A2-20-03-00A-040A-A
[563];934;Нагреватель;DMC-URALM-A-A2-20-03-00A-040A-A
[912, 1657, 386, 64, 3, 655, 213, 210, 42];935;обеспечения надёжного запуска двигателя в условиях низких температур воздуха;DMC-URALM-A-A2-20-03-00A-040A-A
[985, 1513, 386, 66, 3, 676, 496, 216, 42];935;обеспечения надёжного запуска двигателя в условиях низких температур воздуха;DMC-URALM-A-A2-20-03-00A-040A-A
[1326, 363, 74, 51];936;выбор программы работы подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[1326, 369, 89, 46];936;выбор программы работы подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[2137];937;Воздухозаборник;DMC-URALM-A-A2-20-03-00A-040A-A
[178, 2, 665, 51, 14, 823, 5, 303, 166];938;включение и выключение подогревателя по команде с пульта управления;DMC-URALM-A-A2-20-03-00A-040A-A
[182, 2, 647, 46, 14, 860, 5, 303, 171];938;включение и выключение подогревателя по команде с пульта управления;DMC-URALM-A-A2-20-03-00A-040A-A
[2138, 3067, 1327, 21, 1316, 292];939;потере работоспособности одного из контролируемых узлов;DMC-URALM-A-A2-20-03-00A-040A-A
[2578, 3694, 405, 21, 3695, 678];939;потере работоспособности одного из контролируемых узлов;DMC-URALM-A-A2-20-03-00A-040A-A
[58, 86, 188, 1055, 5, 51, 878, 2139, 919, 3068, 2140];940;Система предпускового подогрева жидкостная с подогревателем модели 14TC-10-E4 фирмы «ТЕПЛОСТАР».;DMC-URALM-A-A2-20-03-00A-040A-A
[72, 84, 188, 1120, 5, 46, 973, 2139, 919, 3696, 2140];940;Система предпускового подогрева жидкостная с подогревателем модели 14TC-10-E4 фирмы «ТЕПЛОСТАР».;DMC-URALM-A-A2-20-03-00A-040A-A
[3, 479, 454, 417, 213, 3, 52, 478, 1061, 1033, 3];941;- в случае падения напряжения ниже 20 В или его повышении свыше 30 В.;DMC-URALM-A-A2-20-03-00A-040A-A
[3, 494, 469, 429, 990, 3, 53, 427, 999, 1099, 3];941;- в случае падения напряжения ниже 20 В или его повышении свыше 30 В.;DMC-URALM-A-A2-20-03-00A-040A-A
[723, 58, 86, 51];942;Месторасположение системы предпускового подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[782, 72, 84, 46];942;Месторасположение системы предпускового подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[625, 3069, 1062];943;Труба выхлопная подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[645, 3697, 46];943;Труба выхлопная подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[487, 664];944;Камера сгорания;DMC-URALM-A-A2-20-03-00A-040A-A
[502, 685];944;Камера сгорания;DMC-URALM-A-A2-20-03-00A-040A-A
[51, 482, 822, 14, 1658, 21, 205, 363, 929, 52, 86, 929, 363, 1659, 1037, 3070, 1328];945;Подогреватель может работать по одной из двух программ: «экономичная» или «предпусковая». «Экономичная» программа отличается меньшей потребляющей мощностью.;DMC-URALM-A-A2-20-03-00A-040A-A
[46, 778, 74, 14, 405, 21, 562, 369, 995, 53, 84, 995, 369, 1804, 1746, 3698, 1532];945;Подогреватель может работать по одной из двух программ: «экономичная» или «предпусковая». «Экономичная» программа отличается меньшей потребляющей мощностью.;DMC-URALM-A-A2-20-03-00A-040A-A
[935, 581, 274, 1329, 5, 814, 388, 1063, 3071, 1660, 14, 184, 661, 153];946;Поиск неисправностей необходимо начинать с проверки контактов разъёмов проверяемых цепей по схеме электрических соединений (;DMC-URALM-A-A2-20-03-00A-040A-A
[935, 605, 228, 1128, 5, 853, 388, 1129, 3699, 1805, 14, 190, 682, 145];946;Поиск неисправностей необходимо начинать с проверки контактов разъёмов проверяемых цепей по схеме электрических соединений (;DMC-URALM-A-A2-20-03-00A-040A-A
[2115, 1649, 363, 74, 363, 74, 728, 52, 728];947;окончании заданной программы работы (программа работы 3 часа или 8 часов);DMC-URALM-A-A2-20-03-00A-040A-A
[2560, 497, 369, 89, 369, 89, 728, 53, 728];947;окончании заданной программы работы (программа работы 3 часа или 8 часов);DMC-URALM-A-A2-20-03-00A-040A-A
[1661, 931, 2, 3072, 3073, 7, 3074, 3075, 32, 3076, 64];948;подогрева салона и лобового стекла (для удаления обледенения) при неработающем двигателе.;DMC-URALM-A-A2-20-03-00A-040A-A
[188, 931, 2, 3700, 3701, 7, 1775, 3702, 32, 2556, 66];948;подогрева салона и лобового стекла (для удаления обледенения) при неработающем двигателе.;DMC-URALM-A-A2-20-03-00A-040A-A
[3077, 573, 911, 74, 14, 363, 86, 1662, 728, 14, 363, 929, 728, 1330, 2141, 1599, 1178, 1064, 51, 3, 1319, 68, 911];949;Продолжительность полного цикла работы по программе «предпусковая» составляет 3 часа, по программе «экономичная» 8 часов. Кроме того, имеется возможность выключить подогреватель в любой момент цикла.;DMC-URALM-A-A2-20-03-00A-040A-A
[3703, 597, 911, 89, 14, 369, 84, 1806, 728, 14, 369, 995, 728, 1533, 2579, 638, 975, 1127, 46, 3, 1528, 68, 911];949;Продолжительность полного цикла работы по программе «предпусковая» составляет 3 часа, по программе «экономичная» 8 часов. Кроме того, имеется возможность выключить подогреватель в любой момент цикла.;DMC-URALM-A-A2-20-03-00A-040A-A
[14, 1649, 363, 2142, 3078, 3079, 487, 664, 2, 3080, 389, 2143, 48, 274, 210, 3081, 14, 1045, 936, 363, 1329, 1663, 214, 2, 42, 3, 487, 664, 3082, 719, 1324, 818, 711, 1324, 324, 2144, 3, 487, 664, 490, 342, 1656, 656, 719, 32, 74, 51, 3083, 60, 166];950;По заданной программе происходит предварительная продувка камеры сгорания и разогрев свечи накаливания до необходимой температуры. Затем, по той же программе, начинает подаваться топливо и воздух. В камере сгорания начинается процесс горения. Контроль над горением топливной смеси в камере сгорания осуществляется индикатором пламени. Всеми процессами при работе подогревателя управляет блок управления.;DMC-URALM-A-A2-20-03-00A-040A-A
[14, 497, 369, 2580, 3704, 3705, 502, 685, 2, 3706, 410, 2581, 48, 228, 216, 3707, 14, 322, 936, 369, 1128, 3708, 218, 2, 42, 3, 502, 685, 1128, 719, 1530, 857, 711, 1530, 331, 2582, 3, 502, 685, 409, 342, 1803, 1499, 719, 32, 89, 46, 686, 60, 171];950;По заданной программе происходит предварительная продувка камеры сгорания и разогрев свечи накаливания до необходимой температуры. Затем, по той же программе, начинает подаваться топливо и воздух. В камере сгорания начинается процесс горения. Контроль над горением топливной смеси в камере сгорания осуществляется индикатором пламени. Всеми процессами при работе подогревателя управляет блок управления.;DMC-URALM-A-A2-20-03-00A-040A-A
[324, 70];951;Топливный насос;DMC-URALM-A-A2-20-03-00A-040A-A
[331, 70];951;Топливный насос;DMC-URALM-A-A2-20-03-00A-040A-A
[3084, 2136, 814, 3085, 292, 51, 3, 196, 937];952;начальную диагностику (проверку исправности) узлов подогревателя во время пуска;DMC-URALM-A-A2-20-03-00A-040A-A
[3709, 2577, 853, 3710, 678, 46, 172, 201, 937];952;начальную диагностику (проверку исправности) узлов подогревателя во время пуска;DMC-URALM-A-A2-20-03-00A-040A-A
[146, 147];953;Ответственная компания;DMC-URALM-A-A2-20-03-00A-040A-A
[149, 150];953;Ответственная компания;DMC-URALM-A-A2-20-03-00A-040A-A
[303, 166, 221, 7, 912, 1635, 166, 51];954;Пульт управления предназначен для обеспечения ручного управления подогревателем.;DMC-URALM-A-A2-20-03-00A-040A-A
[303, 171, 227, 7, 985, 1782, 171, 46];954;Пульт управления предназначен для обеспечения ручного управления подогревателем.;DMC-URALM-A-A2-20-03-00A-040A-A
[666, 1326, 363, 74, 51];955;Клавиша выбора программы работы подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[666, 1326, 369, 89, 46];955;Клавиша выбора программы работы подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[530, 5, 2145, 42];956;Нагреватель с нагнетателем воздуха;DMC-URALM-A-A2-20-03-00A-040A-A
[563, 5, 2583, 42];956;Нагреватель с нагнетателем воздуха;DMC-URALM-A-A2-20-03-00A-040A-A
[184, 74, 58, 86, 188, 826, 4];957;Схема работы системы предпускового подогрева представлена на ;DMC-URALM-A-A2-20-03-00A-040A-A
[190, 89, 72, 84, 188, 998, 4];957;Схема работы системы предпускового подогрева представлена на ;DMC-URALM-A-A2-20-03-00A-040A-A
[389, 2143];958;Свеча накаливания;DMC-URALM-A-A2-20-03-00A-040A-A
[410, 2581];958;Свеча накаливания;DMC-URALM-A-A2-20-03-00A-040A-A
[2145, 42];959;Нагнетатель воздуха;DMC-URALM-A-A2-20-03-00A-040A-A
[2583, 42];959;Нагнетатель воздуха;DMC-URALM-A-A2-20-03-00A-040A-A
[70, 1325, 1059];960;Насос циркуляционный (помпа);DMC-URALM-A-A2-20-03-00A-040A-A
[70, 1531, 996];960;Насос циркуляционный (помпа);DMC-URALM-A-A2-20-03-00A-040A-A
[206, 1323, 624];961;Кольцо уплотнительное теплообменника;DMC-URALM-A-A2-20-03-00A-040A-A
[219, 646, 624];961;Кольцо уплотнительное теплообменника;DMC-URALM-A-A2-20-03-00A-040A-A
[584, 661, 19, 7, 722, 3086];962;Жгут электрических проводов для питания помпы;DMC-URALM-A-A2-20-03-00A-040A-A
[165, 682, 19, 7, 781, 996];962;Жгут электрических проводов для питания помпы;DMC-URALM-A-A2-20-03-00A-040A-A
[324, 70];963;Топливный насос (;DMC-URALM-A-A2-20-03-00A-040A-A
[331, 70];963;Топливный насос (;DMC-URALM-A-A2-20-03-00A-040A-A
[26, 210];964;Датчик температуры;DMC-URALM-A-A2-20-03-00A-040A-A
[26, 216];964;Датчик температуры;DMC-URALM-A-A2-20-03-00A-040A-A
[60, 166, 3087, 2, 1264, 148, 933, 3, 196, 1060, 417, 4, 51, 1331, 4, 303, 3088, 32, 1064, 239];965;Блок управления неисправен и требует замены, если во время подачи напряжения на подогреватель светодиод на пульте светится при выключенных переключателях.;DMC-URALM-A-A2-20-03-00A-040A-A
[60, 171, 3711, 2, 1760, 238, 997, 172, 201, 1126, 429, 4, 46, 1331, 4, 303, 131, 32, 647, 248];965;Блок управления неисправен и требует замены, если во время подачи напряжения на подогреватель светодиод на пульте светится при выключенных переключателях.;DMC-URALM-A-A2-20-03-00A-040A-A
[7, 3089, 130, 3, 1179, 306, 1644, 3090, 340, 12, 664, 324, 2144, 3, 487, 664, 1644, 127, 3091, 624, 2146, 187, 130, 1664, 3092, 3093, 1325, 70, 1059, 127, 1055, 449, 58, 365, 64];966;Для разогрева жидкости в качестве источника тепла используются газы от сгорания топливной смеси в камере сгорания. Тепло через стенки теплообменника передается охлаждающей жидкости, которая принудительно прокачивается циркуляционным насосом (помпой) через жидкостный контур системы охлаждения двигателя.;DMC-URALM-A-A2-20-03-00A-040A-A
[7, 1650, 133, 3, 1502, 306, 1792, 3712, 340, 12, 685, 331, 2582, 3, 502, 685, 1792, 127, 3713, 624, 1130, 192, 133, 297, 862, 3714, 1531, 70, 996, 127, 1120, 449, 72, 371, 66];966;Для разогрева жидкости в качестве источника тепла используются газы от сгорания топливной смеси в камере сгорания. Тепло через стенки теплообменника передается охлаждающей жидкости, которая принудительно прокачивается циркуляционным насосом (помпой) через жидкостный контур системы охлаждения двигателя.;DMC-URALM-A-A2-20-03-00A-040A-A
[60, 166, 51];967;Блок управления подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[60, 171, 46];967;Блок управления подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[882, 3094, 64, 2, 931, 3, 196, 74, 64, 3, 655, 3095, 2147];968;дополнительного догрева двигателя и салона во время работы двигателя в условиях сильных морозов;DMC-URALM-A-A2-20-03-00A-040A-A
[770, 3715, 66, 2, 931, 172, 201, 89, 66, 3, 676, 3716, 2147];968;дополнительного догрева двигателя и салона во время работы двигателя в условиях сильных морозов;DMC-URALM-A-A2-20-03-00A-040A-A
[87, 51];969;Корпус подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[87, 46];969;Корпус подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[1331];970;Светодиод;DMC-URALM-A-A2-20-03-00A-040A-A
[3096, 2148, 2149];971;Ручка терморегулятора (потенциометра);DMC-URALM-A-A2-20-03-00A-040A-A
[3717, 2148, 2149];971;Ручка терморегулятора (потенциометра);DMC-URALM-A-A2-20-03-00A-040A-A
[342, 1656];972;Индикатор пламени;DMC-URALM-A-A2-20-03-00A-040A-A
[342, 1803];972;Индикатор пламени;DMC-URALM-A-A2-20-03-00A-040A-A
[827];973;Сетка;DMC-URALM-A-A2-20-03-00A-040A-A
[865];973;Сетка;DMC-URALM-A-A2-20-03-00A-040A-A
[666, 178, 2, 665, 51];974;Клавиша включения и выключения подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[666, 182, 2, 647, 46];974;Клавиша включения и выключения подогревателя;DMC-URALM-A-A2-20-03-00A-040A-A
[938, 7, 325, 214];975;Ёмкость для слива топлива;DMC-URALM-A-A2-20-03-00A-520A-A
[1000, 7, 325, 218];975;Ёмкость для слива топлива;DMC-URALM-A-A2-20-03-00A-520A-A
[32, 810, 74, 1332, 301, 1044, 659];976;При проведении работ соблюдаются общие меры безопасности. ;DMC-URALM-A-A2-20-03-00A-520A-A
[32, 848, 89, 1534, 315, 1109, 680];976;При проведении работ соблюдаются общие меры безопасности. ;DMC-URALM-A-A2-20-03-00A-520A-A
[1333, 87, 530, 2150];977;- повреждение корпуса нагревателя, горелки.;DMC-URALM-A-A2-20-03-00A-520A-A
[1001, 87, 563, 2584];977;- повреждение корпуса нагревателя, горелки.;DMC-URALM-A-A2-20-03-00A-520A-A
[455, 158, 197];978;Сливная пробка радиатора;DMC-URALM-A-A2-20-03-00A-520A-A
[470, 161, 197];978;Сливная пробка радиатора;DMC-URALM-A-A2-20-03-00A-520A-A
[63];979;Хомут;DMC-URALM-A-A2-20-03-00A-520A-A
[455, 158];980;Сливные пробки;DMC-URALM-A-A2-20-03-00A-520A-A
[470, 161];980;Сливные пробки;DMC-URALM-A-A2-20-03-00A-520A-A
[146, 147];981;Ответственная компания;DMC-URALM-A-A2-20-03-00A-520A-A
[149, 150];981;Ответственная компания;DMC-URALM-A-A2-20-03-00A-520A-A
[17];982;Все;DMC-URALM-A-A2-20-03-00A-520A-A
[163];983;Кабина;DMC-URALM-A-A2-20-03-00A-520A-A
[169];983;Кабина;DMC-URALM-A-A2-20-03-00A-520A-A
[1633, 187, 130, 52, 214, 21, 51, 1665, 57, 482, 374, 1050, 378, 153];984;- подтекание охлаждающей жидкости, или топлива из подогревателя, которое не может быть устранено затяжкой соединений;DMC-URALM-A-A2-20-03-00A-520A-A
[1779, 192, 133, 53, 218, 21, 46, 297, 57, 778, 556, 1115, 406, 145];984;- подтекание охлаждающей жидкости, или топлива из подогревателя, которое не может быть устранено затяжкой соединений;DMC-URALM-A-A2-20-03-00A-520A-A
[1064, 65, 304, 284];985;Выключите выключатель аккумуляторных батарей.;DMC-URALM-A-A2-20-03-00A-520A-A
[1127, 67, 318, 372];985;Выключите выключатель аккумуляторных батарей.;DMC-URALM-A-A2-20-03-00A-520A-A
[585, 1065];986;Заливная горловина;DMC-URALM-A-A2-20-03-00A-520A-A
[564, 1131];986;Заливная горловина;DMC-URALM-A-A2-20-03-00A-520A-A
[729, 378, 63];987;Ослабьте затяжку хомута (;DMC-URALM-A-A2-20-03-00A-520A-A
[866, 406, 63];987;Ослабьте затяжку хомута (;DMC-URALM-A-A2-20-03-00A-520A-A
[51];988;Подогреватель;DMC-URALM-A-A2-20-03-00A-520A-A
[46];988;Подогреватель;DMC-URALM-A-A2-20-03-00A-520A-A
[828, 324, 286, 3, 2151, 438, 257, 1066, 194, 240, 1067, 2152, 324, 525];989;Закрепите топливную трубку в вертикальном положении так, чтобы верхний конец находился выше топливного бака.;DMC-URALM-A-A2-20-03-00A-520A-A
[1002, 331, 299, 3, 2585, 466, 257, 1132, 181, 240, 1535, 2586, 331, 525];989;Закрепите топливную трубку в вертикальном положении так, чтобы верхний конец находился выше топливного бака.;DMC-URALM-A-A2-20-03-00A-520A-A
[71, 241, 276, 38];990;Ключ гаечный комбинированный 7 мм;DMC-URALM-A-A2-20-03-00A-520A-A
