tokens;labels;text;DMC
[18, 1306, 82, 1307, 440, 1308, 1043, 488, 2088, 47, 1309, 2089, 2090, 5, 316, 2, 2091, 752, 3, 290, 469, 488, 3, 316, 331, 233, 954, 2092, 2, 2093, 8, 2094, 1148, 1310, 488, 2095, 2096, 1149, 107, 821, 1311, 1312, 1313, 1314, 234, 2, 350, 2097, 1517, 7, 2098, 47, 1309, 2, 47, 648, 469, 1314, 234, 3, 316, 2, 4, 752, 3, 290, 469, 234, 3, 316, 233, 955, 331, 1048, 2, 956, 8, 489, 1549, 957, 1558, 7, 224, 1310, 234, 107, 821, 1315, 1311, 1312, 1313, 394, 119, 57, 66, 326, 3, 290, 2099, 204, 113, 50, 234, 17, 57, 37, 47, 1057, 543, 2100, 415, 141, 1060, 547, 750, 53, 304, 53, 48, 127, 958, 39, 547, 2101];30;"При проведении работ соблюдаются общие меры безопасности.  
 Антифриз токсичен. 
 •Не вдыхайте, обеpегайтесь сопpикосновения с глазами и незащищенной кожей. В случае попадания антифриза в глаза, их необходимо немедленно пpомыть и обpатиться к вpачу 
 •Пpи вытекающем антифризе подставьте сбоpный сосуд во избежание ущеpба окpужающей сpеде. 
 Дизельное топливо и его испаpения опасны для здоpовья.  
 •Не вдыхайте и не допускайте попадания дизельного топлива в глаза и на кожу. В случае попадания топлива в глаза необходимо промыть их водой и обратиться к врачу  
 •Используйте специальную емкость для сбора вытекающего топлива во избежание нанесения ущеpба окpужающей сpеде. 
 Замена предпускового подогревателя двигателя осуществляется в случаях: 
 - подтекание охлаждающей жидкости, или топлива из подогревателя, которое не может быть устранено затяжкой соединений 
 - поломка нагревателя, водяного насоса, топливного насоса, блока управления 
 - повреждение корпуса нагревателя, горелки.";DMC-URALM-A-A2-20-03-00A-520A-A(1)
[794, 129, 60, 7, 263, 1746, 169, 451, 401, 1422, 190, 14, 31, 1157, 190, 190, 1423, 65, 483, 784, 14, 110, 65, 483, 784, 483, 784, 110, 1747, 1748, 402, 111, 110, 14, 2, 380, 2, 1749, 191, 109, 402, 111, 402, 111, 380, 402, 111, 110, 1158, 1418, 56, 15, 60, 1004, 403, 77, 14, 300, 301, 1424, 60, 5, 41, 277, 64, 2, 1158, 300, 2464, 300, 300, 41, 277, 77, 60, 1750, 300, 1425, 403, 77, 14, 2, 889, 870, 15, 298, 53, 1751, 254, 15, 298, 53, 298, 573, 77, 298, 53, 317, 298, 573, 3, 1127, 273, 280, 890, 157, 75, 691, 1752, 298, 525, 891, 16, 14, 54, 129, 60, 8, 13, 2, 794, 60, 3, 224, 1426, 54, 129, 60, 16, 13, 60, 3, 224];31;"Демонтируйте предпусковой подогреватель. Для этого: 
 Выключите выключатель аккумуляторных батарей. 
 Опрокиньте кабину (Рис. 1 (1)) автомобиля. 
 Опрокидывание кабины: 
 кабина 
 Откройте крышку заливной горловины (Рис. 2 (1)) радиатора (2). 
 Крышка заливной горловины: 
 заливная горловина 
 радиатор 
 Открутите поочередно сливные пробки радиатора (Рис. 3 (2)) и патрубка (1) и слейте охлаждающую жидкость. 
 Сливные пробки: 
 сливная пробка патрубка 
 сливная пробка радиатора 
 Отсоедините жгут проводов от подогревателя. 
 Ослабьте затяжку хомутов (Рис. 4 (2)) рукавов (1), которые соединяют подогреватель (3) с системой охлаждения двигателя, и отсоедините рукава (1). 
 Хомуты рукавов: 
 рукав системы охлаждения 
 хомут 
 подогреватель 
 Загерметизируйте рукава (1). 
 Ослабьте затяжку хомута (Рис. 5 (2)) и отсоединить топливопровод (1) от топливного насоса (3). 
 Отсоединение трубопровода от топливного насоса: 
 топливная трубка 
 хомут 
 топливный насос 
 Закрепите топливную трубку в вертикальном положении так, чтобы верхний конец находился выше топливного бака. 
 Отверните болты (Рис. 6 (1)) крепления предпускового подогревателя к кронштейну и демонтируйте подогреватель (3) в сборе. 
 Болты крепления предпускового подогревателя: 
 болт 
 кронштейн 
 подогреватель в сборе";DMC-URALM-A-A2-20-03-00A-520A-A(2)
[753, 119, 57, 7, 197, 1300, 149, 464, 516, 2102, 195, 14, 36, 1316, 195, 195, 1559, 61, 441, 827, 14, 110, 61, 441, 827, 441, 827, 110, 517, 2103, 414, 114, 110, 14, 2, 826, 2, 2104, 204, 113, 414, 114, 414, 114, 826, 414, 114, 110, 613, 410, 56, 15, 57, 834, 415, 77, 14, 300, 37, 651, 57, 5, 44, 292, 66, 2, 613, 300, 77, 300, 1053, 44, 292, 77, 57, 2105, 300, 834, 415, 77, 14, 2, 613, 870, 15, 304, 53, 2106, 254, 15, 304, 53, 304, 649, 77, 304, 53, 959, 304, 649, 3, 1297, 289, 280, 960, 148, 75, 835, 2107, 304, 525, 836, 16, 14, 55, 119, 57, 8, 13, 2, 753, 57, 3, 224, 16, 55, 119, 57, 16, 13, 57, 3, 224];31;"Демонтируйте предпусковой подогреватель. Для этого: 
 Выключите выключатель аккумуляторных батарей. 
 Опрокиньте кабину (Рис. 1 (1)) автомобиля. 
 Опрокидывание кабины: 
 кабина 
 Откройте крышку заливной горловины (Рис. 2 (1)) радиатора (2). 
 Крышка заливной горловины: 
 заливная горловина 
 радиатор 
 Открутите поочередно сливные пробки радиатора (Рис. 3 (2)) и патрубка (1) и слейте охлаждающую жидкость. 
 Сливные пробки: 
 сливная пробка патрубка 
 сливная пробка радиатора 
 Отсоедините жгут проводов от подогревателя. 
 Ослабьте затяжку хомутов (Рис. 4 (2)) рукавов (1), которые соединяют подогреватель (3) с системой охлаждения двигателя, и отсоедините рукава (1). 
 Хомуты рукавов: 
 рукав системы охлаждения 
 хомут 
 подогреватель 
 Загерметизируйте рукава (1). 
 Ослабьте затяжку хомута (Рис. 5 (2)) и отсоединить топливопровод (1) от топливного насоса (3). 
 Отсоединение трубопровода от топливного насоса: 
 топливная трубка 
 хомут 
 топливный насос 
 Закрепите топливную трубку в вертикальном положении так, чтобы верхний конец находился выше топливного бака. 
 Отверните болты (Рис. 6 (1)) крепления предпускового подогревателя к кронштейну и демонтируйте подогреватель (3) в сборе. 
 Болты крепления предпускового подогревателя: 
 болт 
 кронштейн 
 подогреватель в сборе";DMC-URALM-A-A2-20-03-00A-520A-A(2)
[129, 60, 64, 184];32;"Предпусковой подогреватель двигателя: 
 Демонтаж";DMC-URALM-A-A2-20-03-00A-520A-A(3)
[119, 57, 66, 184];32;"Предпусковой подогреватель двигателя: 
 Демонтаж";DMC-URALM-A-A2-20-03-00A-520A-A(3)
[18, 1143, 69, 1144, 426, 1145, 987, 488, 1728, 47, 1146, 1729, 1730, 5, 316, 2, 1731, 690, 3, 274, 456, 488, 3, 316, 331, 241, 1147, 1732, 2, 1733, 8, 1734, 1148, 1735, 488, 1736, 1737, 1149, 3, 779, 1150, 1151, 1152, 1153, 220, 2, 789, 1738, 1380, 7, 1739, 47, 1146, 2, 47, 1740, 456, 1153, 220, 3, 316, 2, 4, 690, 3, 274, 456, 220, 3, 316, 241, 887, 331, 991, 2, 1154, 8, 489, 1155, 888, 1420, 7, 224, 1741, 220, 3, 779, 1742, 1150, 1151, 1152, 340, 129, 60, 64, 384, 3, 274, 1743, 191, 109, 49, 220, 17, 60, 1421, 47, 577, 377, 1744, 403, 153, 1003, 528, 682, 53, 298, 53, 48, 123, 1156, 39, 528, 1745];33;"При проведении работ соблюдаются общие меры безопасности.  
 Антифриз токсичен. 
 •Не вдыхайте, обеpегайтесь сопpикосновения с глазами и незащищенной кожей. В случае попадания антифриза в глаза, их необходимо немедленно пpомыть и обpатиться к вpачу 
 •Пpи вытекающем антифризе подставьте сбоpный сосуд во избежание ущеpба окpужающей сpеде. 
 Дизельное топливо и его испаpения опасны для здоpовья.  
 •Не вдыхайте и не допускайте попадания дизельного топлива в глаза и на кожу. В случае попадания топлива в глаза необходимо промыть их водой и обратиться к врачу  
 •Используйте специальную емкость для сбора вытекающего топлива во избежание нанесения ущеpба окpужающей сpеде. 
 Замена предпускового подогревателя двигателя осуществляется в случаях: 
 - подтекание охлаждающей жидкости, или топлива из подогревателя, которое не может быть устранено затяжкой соединений 
 - поломка нагревателя, водяного насоса, топливного насоса, блока управления 
 - повреждение корпуса нагревателя, горелки.";DMC-URALM-A-A2-20-03-00A-920A-A(1)
[18, 1306, 82, 1307, 440, 1308, 1043, 488, 2088, 47, 1309, 2089, 2090, 5, 316, 2, 2091, 752, 3, 290, 469, 488, 3, 316, 331, 233, 954, 2092, 2, 2093, 8, 2094, 1148, 1310, 488, 2095, 2096, 1149, 107, 821, 1311, 1312, 1313, 1314, 234, 2, 350, 2097, 1517, 7, 2098, 47, 1309, 2, 47, 648, 469, 1314, 234, 3, 316, 2, 4, 752, 3, 290, 469, 234, 3, 316, 233, 955, 331, 1048, 2, 956, 8, 489, 1549, 957, 1558, 7, 224, 1310, 234, 107, 821, 1315, 1311, 1312, 1313, 394, 119, 57, 66, 326, 3, 290, 2099, 204, 113, 50, 234, 17, 57, 37, 47, 1057, 543, 2100, 415, 141, 1060, 547, 750, 53, 304, 53, 48, 127, 958, 39, 547, 2101];33;"При проведении работ соблюдаются общие меры безопасности.  
 Антифриз токсичен. 
 •Не вдыхайте, обеpегайтесь сопpикосновения с глазами и незащищенной кожей. В случае попадания антифриза в глаза, их необходимо немедленно пpомыть и обpатиться к вpачу 
 •Пpи вытекающем антифризе подставьте сбоpный сосуд во избежание ущеpба окpужающей сpеде. 
 Дизельное топливо и его испаpения опасны для здоpовья.  
 •Не вдыхайте и не допускайте попадания дизельного топлива в глаза и на кожу. В случае попадания топлива в глаза необходимо промыть их водой и обратиться к врачу  
 •Используйте специальную емкость для сбора вытекающего топлива во избежание нанесения ущеpба окpужающей сpеде. 
 Замена предпускового подогревателя двигателя осуществляется в случаях: 
 - подтекание охлаждающей жидкости, или топлива из подогревателя, которое не может быть устранено затяжкой соединений 
 - поломка нагревателя, водяного насоса, топливного насоса, блока управления 
 - повреждение корпуса нагревателя, горелки.";DMC-URALM-A-A2-20-03-00A-920A-A(1)
[794, 129, 60, 7, 263, 1746, 169, 451, 401, 1422, 190, 14, 31, 190, 1423, 65, 483, 784, 14, 110, 483, 784, 110, 1747, 1748, 402, 111, 110, 14, 2, 380, 2, 1749, 191, 109, 402, 111, 380, 402, 111, 110, 1158, 1418, 56, 15, 60, 1004, 403, 77, 14, 300, 301, 1424, 60, 5, 41, 277, 64, 2, 1158, 300, 300, 41, 277, 77, 60, 1750, 300, 1425, 403, 77, 14, 2, 889, 870, 15, 298, 53, 298, 573, 77, 298, 53, 317, 298, 573, 3, 1127, 273, 280, 890, 157, 75, 691, 1752, 298, 525, 891, 16, 14, 54, 129, 60, 8, 13, 2, 794, 60, 3, 224, 16, 13, 60, 3, 224];34;"Демонтируйте предпусковой подогреватель. Для этого: 
 Выключите выключатель аккумуляторных батарей. 
 Опрокиньте кабину (Рис. 1 (1)) автомобиля. 
  : 
 кабина 
 Откройте крышку заливной горловины (Рис. 2 (1)) радиатора (2). 
  : 
 заливная горловина 
 радиатор 
 Открутите поочередно сливные пробки радиатора (Рис. 3 (2)) и патрубка (1) и слейте охлаждающую жидкость. 
  : 
 сливная пробка патрубка 
 сливная пробка радиатора 
 Отсоедините жгут проводов от подогревателя. 
 Ослабьте затяжку хомутов (Рис. 4 (2)) рукавов (1), которые соединяют подогреватель (3) с системой охлаждения двигателя, и отсоедините рукава (1). 
  : 
 рукав системы охлаждения 
 хомут 
 подогреватель 
 Загерметизируйте рукава (1). 
 Ослабьте затяжку хомута (Рис. 5 (2)) и отсоединить топливопровод (1) от топливного насоса (3). 
  : 
 топливная трубка 
 хомут 
 топливный насос 
 Закрепите топливную трубку в вертикальном положении так, чтобы верхний конец находился выше топливного бака. 
 Отверните болты (Рис. 6 (1)) крепления предпускового подогревателя к кронштейну и демонтируйте подогреватель в сборе (3). 
  : 
 болт 
 кронштейн 
 подогреватель в сборе";DMC-URALM-A-A2-20-03-00A-920A-A(2)
[753, 119, 57, 7, 197, 1300, 149, 464, 516, 2102, 195, 14, 36, 195, 1559, 61, 441, 827, 14, 110, 441, 827, 110, 517, 2103, 414, 114, 110, 14, 2, 826, 2, 2104, 204, 113, 414, 114, 826, 414, 114, 110, 613, 410, 56, 15, 57, 834, 415, 77, 14, 300, 37, 651, 57, 5, 44, 292, 66, 2, 613, 300, 1053, 44, 292, 77, 57, 2105, 300, 834, 415, 77, 14, 2, 613, 870, 15, 304, 53, 304, 649, 77, 304, 53, 959, 304, 649, 3, 1297, 289, 280, 960, 148, 75, 835, 2107, 304, 525, 836, 16, 14, 55, 119, 57, 8, 13, 2, 753, 57, 3, 224, 16, 13, 57, 3, 224];34;"Демонтируйте предпусковой подогреватель. Для этого: 
 Выключите выключатель аккумуляторных батарей. 
 Опрокиньте кабину (Рис. 1 (1)) автомобиля. 
  : 
 кабина 
 Откройте крышку заливной горловины (Рис. 2 (1)) радиатора (2). 
  : 
 заливная горловина 
 радиатор 
 Открутите поочередно сливные пробки радиатора (Рис. 3 (2)) и патрубка (1) и слейте охлаждающую жидкость. 
  : 
 сливная пробка патрубка 
 сливная пробка радиатора 
 Отсоедините жгут проводов от подогревателя. 
 Ослабьте затяжку хомутов (Рис. 4 (2)) рукавов (1), которые соединяют подогреватель (3) с системой охлаждения двигателя, и отсоедините рукава (1). 
  : 
 рукав системы охлаждения 
 хомут 
 подогреватель 
 Загерметизируйте рукава (1). 
 Ослабьте затяжку хомута (Рис. 5 (2)) и отсоединить топливопровод (1) от топливного насоса (3). 
  : 
 топливная трубка 
 хомут 
 топливный насос 
 Закрепите топливную трубку в вертикальном положении так, чтобы верхний конец находился выше топливного бака. 
 Отверните болты (Рис. 6 (1)) крепления предпускового подогревателя к кронштейну и демонтируйте подогреватель в сборе (3). 
  : 
 болт 
 кронштейн 
 подогреватель в сборе";DMC-URALM-A-A2-20-03-00A-920A-A(2)
[129, 60, 64, 184];35;"Предпусковой подогреватель двигателя: 
 Демонтаж";DMC-URALM-A-A2-20-03-00A-920A-A(3)
[119, 57, 66, 184];35;"Предпусковой подогреватель двигателя: 
 Демонтаж";DMC-URALM-A-A2-20-03-00A-920A-A(3)
[240, 41, 129, 199, 64, 996, 484, 448];36;"Установка системы предпускового подогрева двигателя: 
 Иллюстрированный каталог деталей";DMC-URALM-A-A2-20-03-00A-941A-A(1)
[247, 44, 119, 199, 66, 1055, 484, 511];36;"Установка системы предпускового подогрева двигателя: 
 Иллюстрированный каталог деталей";DMC-URALM-A-A2-20-03-00A-941A-A(1)
[299, 47, 2465, 64, 3, 571, 2466, 5, 2467, 2468, 41, 221, 678, 342, 162, 7, 680, 678, 342, 15, 64, 2, 994, 892, 221, 85, 679, 565, 181, 41, 221, 678, 342, 93, 4, 14, 41, 221, 678, 342, 358, 630, 77, 54, 692, 692, 1159, 77, 54, 692, 358, 482, 13, 482, 358, 130, 1159, 1160, 490, 5, 95, 380, 630, 1427, 893, 144, 1753, 380, 1161, 41, 221, 678, 342, 5, 692, 892, 75, 630, 358, 2469, 8, 281, 31, 3, 41, 221, 2470, 1428, 893, 144, 1690, 3, 64, 154, 1429, 252, 1753, 380, 1161, 2, 630, 380, 630, 380, 894, 5, 2471, 1160, 864, 7, 1695, 2472, 1696, 669, 448, 2, 1754, 795, 64, 2, 692, 1160, 895, 5, 692, 18, 133, 482, 358, 692, 579, 4, 1430, 301, 1162, 8, 1431, 297];37;"Назначение: 
 Не прогревайте двигатель в закрытых помещениях с плохой вентиляцией. 
 Система выпуска отработавших газов предназначена для отвода отработавших газов от двигателя и снижения шума выпуска. 
 Устройство: 
 Месторасположение основных элементов системы выпуска отработавших газов показано на Рис. 1. 
 Система выпуска отработавших газов: 
 труба выпускная 
 хомут крепления глушителя 
 глушитель выхлопа 
 хомут крепления глушителя 
 труба соединительная 
 кронштейн соединительной трубы 
 стремянка выхлопа 
 металлорукав гибкий с фланцами 
 патрубок выпускной 
 заслонка вспомогательного тормоза 
 приёмный патрубок турбокомпрессора 
 Система выпуска отработавших газов с глушителем шума. Конец выпускной трубы (1) направлен к оси автомобиля. 
 В системе выпуска применяется износостойкий вспомогательный тормоз (10) (встроенный в двигатель), который размещается между приёмным патрубком (11) турбокомпрессора и выпускным патрубком (9). Выпускной патрубок (9) соединяется с металлорукавом (8). 
 Металлорукав (8) служит для компенсации температурных изменений размеров деталей и взаимных перемещений двигателя и глушителя. Металлорукав (8) соединён с глушителем при помощи соединительной трубы (5). 
 Глушитель (3) закреплён на кронштейнах, которые приварены к поперечинам рамы.";DMC-URALM-A-A2-40-00-00A-041A-A(1)
[305, 47, 2986, 66, 3, 1294, 2108, 5, 2987, 2988, 44, 221, 747, 342, 164, 7, 680, 747, 342, 15, 66, 2, 940, 892, 221, 87, 748, 438, 181, 44, 221, 747, 342, 94, 4, 14, 44, 221, 747, 342, 367, 650, 77, 55, 754, 754, 1159, 77, 55, 754, 367, 513, 13, 513, 367, 306, 1159, 1560, 518, 5, 353, 380, 650, 1561, 961, 144, 2109, 380, 1161, 44, 221, 747, 342, 5, 754, 892, 75, 650, 367, 2989, 8, 398, 36, 3, 44, 221, 1562, 1563, 961, 144, 2063, 3, 66, 37, 1564, 260, 2109, 826, 1161, 2, 650, 826, 650, 380, 651, 5, 1160, 1560, 1565, 7, 2069, 2990, 2070, 669, 511, 2, 1566, 837, 66, 2, 754, 1560, 268, 5, 754, 18, 140, 513, 367, 754, 269, 4, 13, 37, 962, 8, 1567, 213];37;"Назначение: 
 Не прогревайте двигатель в закрытых помещениях с плохой вентиляцией. 
 Система выпуска отработавших газов предназначена для отвода отработавших газов от двигателя и снижения шума выпуска. 
 Устройство: 
 Месторасположение основных элементов системы выпуска отработавших газов показано на Рис. 1. 
 Система выпуска отработавших газов: 
 труба выпускная 
 хомут крепления глушителя 
 глушитель выхлопа 
 хомут крепления глушителя 
 труба соединительная 
 кронштейн соединительной трубы 
 стремянка выхлопа 
 металлорукав гибкий с фланцами 
 патрубок выпускной 
 заслонка вспомогательного тормоза 
 приёмный патрубок турбокомпрессора 
 Система выпуска отработавших газов с глушителем шума. Конец выпускной трубы (1) направлен к оси автомобиля. 
 В системе выпуска применяется износостойкий вспомогательный тормоз (10) (встроенный в двигатель), который размещается между приёмным патрубком (11) турбокомпрессора и выпускным патрубком (9). Выпускной патрубок (9) соединяется с металлорукавом (8). 
 Металлорукав (8) служит для компенсации температурных изменений размеров деталей и взаимных перемещений двигателя и глушителя. Металлорукав (8) соединён с глушителем при помощи соединительной трубы (5). 
 Глушитель (3) закреплён на кронштейнах, которые приварены к поперечинам рамы.";DMC-URALM-A-A2-40-00-00A-041A-A(1)
[41, 221, 678, 342, 179, 85];38;"Система выпуска отработавших газов: 
 Описание устройства";DMC-URALM-A-A2-40-00-00A-041A-A(2)
[44, 221, 747, 342, 188, 87];38;"Система выпуска отработавших газов: 
 Описание устройства";DMC-URALM-A-A2-40-00-00A-041A-A(2)
